product_name,categories,ingredients_text,countries_en,category_label
Prosciutto di Parma,"Viandes,Charcuteries,Jambons,Jambons crus,Jambons secs,Jambons de Parme","Jambon de porc, sel",France,2046
Prosciutto di Parma,Jambons de Parme,"Jambon de porc, sel",France,1025
Huile d'olive vierge extra GranFruttato Monini,Huile d'olive vierge extra,Huile d'olive d'ltalie,France,996
Shinode Sushi Rice,Riz,Riz,France,1740
Il Vino dell' Amore,"Vins mousseux,Vins italiens",Muscat,France,2093
Chianti Cecchi 2011,Vins rouges,"Canaiolo, sangiovese",Italy,2094
Miele Millefiori Piana squizz PIANAMIELE,Honey,miele millefiori,Italy,985
Sel blanc de Sicile,"Sels de Sicile,Sels,Sels fins",Sel gemme fin de Sicile.,France,1849
Poivre noir,"Poivres noirs,Poivres moulus",Poivre noir en poudre.,France,1619
Birra Moretti,Beer,"Water, Malted Barley, Hops",United Kingdom,204
Jambon sec italien 18 mois,"Jambons secs,Jambons crus,Jambons,Viandes,Charcuteries,Jambons secs italiens","Jambon, sel",France,1028
Amaretto Sinfonia,Amaretto,liqueur,United Kingdom,120
Olio Extra Vergine di Oliva TerrAnima,Huile,Olive,France,992
Jambon Sec italien,Jambons secs,"Viande de porc, sel.",France,1027
Cuisse de poulet,"Viandes,Volailles,Poulets,Cuisses de poulets",Cuisse de poulet.,France,2067
"Lambrusco, Grasparossa di Castelvetro",Vino,vino,France,2085
riso integrale,riso,Riso Baldo integrale biologico,Italy,2321
Pasta di semola integrale di grano duro,"Pasta integrale,Pasta","semola integrale di grano duro, acqua",Italy,1347
Integrale,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals,Pastas,Pasta integrale","Semola integrale di grano duro, acqua.",Italy,1441
Il latte della Centrale parzialmente scremato,Latte,Latte parzialmente scremato omogenizzato UHT a lunga conservazione ,Italy,1095
Zuppa imperatore,Zuppe,Riso nero Venere - farro perlato italiano - lenticchie italiane - orzo perlato italiano,Italy,2154
Pois chiches,Pois chiches en conserve,"Pois chiches, eau, sel, acide ascorbique.",France,1593
Iceberg salata,Lettuces,Iceberg salata,Serbia,1124
Quinoa,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Semillas, Cereales en grano, Quinoa",Semillas de quinoa.,Spain,50
Paccheri,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals,Pastas","Semola di grano duro, acqua",Italy,1440
Vino bianco,Vino bianco,vino bianco,Italy,2086
Miel Toutes Fleurs,Miels,miel,France,1199
Miel italien de fleurs de Sainfoin,Miels de fleurs,"Miel italien de fleurs de Sainfoin, produit biologique.",France,1211
Carrefour Selection Prosciutto di Parma Stagionatura minimo 16 mesi,"Affettati,Carne,Prosciutto,Salumi",Carne di suino Sale,Italy,19
Olio Extra Vergine Di Oliva,Huile d'olive,Huile d'olive,France,994
Iceberg salata,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Leaf vegetables,Lettuces",Iceberg salata,Serbia,1474
"Penne, deegwaren van volkoren durum tarwegriesmeel","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","Volkoren griesmeel van harde tarwe, water",Nederland,1429
Citron bio sicilien,Jus de citron,Jus de citron,France,1036
Chuao,"dark chocolates,chocolate bars","cocoa mass, cane sugar, cocoa butter, vanilla",United Kingdom,2209
Tonno in tranci,Tonno,"Tonno, olio vegetale, sale.",Italy,1999
Algas arame deshidratadas,Algas arame deshidratadas,Algas arame deshidratadas.,Spain,43
Agar-agar,Agar-agar,Extracto de algas marinas agar-agar.,Spain,20
Latte parzialmente scremato,"Latticini,Lunga conservazione,Organic",Latte ,Italy,1098
Latte parzialmente scremato uht,latte,latte parzialmente scremato,Italy,2278
Passata di Pomodoro,"Epicerie,Sauces,Coulis de tomates",Tomates,France,678
Gorgonzola dolce - Igor,"Formaggi,Formaggio","latte vaccino pastorizzato, fermenti lattici, sale, caglio, muffe. Crosta non edibile",Italy,757
Due Vittorie,Aceto balsamico,"mosto cotto, aceto di vino",Italy,15
Frizzante,"Acqua minerale,Acqua frizzante",acqua,Italy,16
Riso ribe parboiled biologico,Riz long grain,Riz long grain,France,1753
Olio extravergine di oliva,Olio di oliva,Olio di oliva di categoria superiore ottenuto dirattamente dalle olive e unicamente mediante procedimenti meccanici,Italy,1308
Iceberg,Lettuces,Iceberg salata,Serbia,1124
Prosciutto di Parma,"Viandes,Charcuteries,Jambons,Jambons crus,Jambons secs,Jambons de Parme","Jambon de porc, sel",France,2046
olio d'oliva,huiles d'olive,olio extravergine di oliva,Italy,2268
Jambon de Parme,Jambons de Parme,"Jambon de porc, sel.",France,1025
Jambon San Daniele,"Viandes,Charcuteries,Jambons,Jambons crus,Jambons secs,Jambons de San Daniele,Jambons italiens","Jambon de porc italien, sel marin.",France,2047
Raisin Italia,Raisins,Raisin.,France,1711
Mosto d'uva,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Dried plant-based foods,Dried fruits,Raisins,Jus","Jus de raisin cuit, grave juce",Quebec,1504
Vongole sgusciate,Pesce surgelato,"Vongole sgusciate, brodo naturale, acqua, sale",Italy,1365
BASILICO TRITATO,basilico congelato,Basilico ,Italy,2165
Fagioli borlotti,fagioli borlotti,Fagioli borlotti - acqua - sale,Italy,2220
Miele di acacia,Honey,Miele di acacia ,Italy,985
filetti di peperoni,Antipasti,"peperoni, ollo di semi girasole, aceto, sale, prezzemolo, aglio acldo citrico.  ",France,132
Carciofi spaccati arromatizzati,"Artichauds,Antipasti","carciofi a spicchi, olio di semi girasole, aceto di vino sale, prezzemolo, peperoncino, aglio, acido citrico",France,150
Erdbeeren Klasse 1,Erdbeeren,Erdbeeren Klasse 1 Roxana,Germany,690
Tonno all'olio di oliva,"Conserve,Tonno all'olio di oliva","Tonno, olio d'oliva, sale",Italy,521
Peperoni,poivrons,"Poivrons, vinaigre de vin, sucre , sel",France,2310
Lasagnette,Pasta,"Semola di grano duro, acqua",Italy,1345
MEZZE PENNE RIGATE ,pasta,"Semola di grano duro, acqua",Italy,2300
Sedani rigati,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals,Pastas","Semola di grano duro , acqua",Italy,1440
Fusilli,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Dry pasta","wheat semolina, water, egg","France,Portugal,Switzerland",1430
Spaghetti,"Organic,Pasta di semola di grano duro","Semola di grano duro,acqua","France,Italy,Serbia,Spain",1326
Sucre en poudre ,"Sucres blancs,sucre en poudre",Sucre en poudre,France,1912
Coriander,"Herbs,Fresh Herbs",coriander,United Kingdom,977
Life,Water,Natural Spring Water,Iraq,2111
Weizenmehl Type 1050,Weizenmehle Type 1050,Bio Weizenmehl Type 1050,Germany,2114
Fraises,Fraises,Fraises,France,765
Fraise,Fraises,Fraises,France,765
Framboises,Framboises,Framboises,France,766
Habas en conserva,Habas en conserva,"Habas, agua,sal. ",Spain,940
Bonito del norte,"Productos del mar,Fishes,Conservas de pescado,Bonito del norte en aceite de oliva,Bonito en conserva","Bonito del norte, aceite de oliva y sal",Spain,1668
Mejillones en escabeche,Mejillones en escabeche,"Mejillones, aceite de girasol, vinagre, sal, aromas naturales",Spain,1190
Vina Esmeralda 2013,"Beverages,Alcoholic beverages,Wines,Vins blancs,DO Catalunya,Wines from Spain",sulfites,Spain,236
Agua mineral natural,"Bebidas,Aguas,Aguas minerales,Aguas minerales naturales,Non-sugared beverages",Agua mineral natural. Manantial Trescasas,Spain,196
Agua mineral natural,Aguas minerales naturales,Agua mineral natural. Manantial Trescasas,Spain,24
Agua Bezoya,"Beverages,Waters,Mineral waters,Non-sugared beverages",Agua Mineral,Spain,261
Sardines au naturel,"Sardines en conserve,Sardines au naturel","Sardines, eau et sel.",France,1815
Agua mineral natural,Aguas minerales naturales,Agua mineral natural,Spain,24
Huile d'olive vierge extra,Huile d'olive vierge extra,Huile d'olive,France,996
Pimienta verde encurtida,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Comestibles,Conservas,Condimentos,Encurtidos,Vegetales encurtidos,Especias,Pimienta,Pimienta verde,Pimienta en grano,Pimienta verde en grano,Pimienta verde en grano encurtida","Pimienta verde, agua y sal.  ",Spain,84
Jengibre molido,Jengibre seco en polvo,Jengibre molido.,Spain,1030
Cookies Digestive Oat Choco,"Sugary snacks,Biscuits and cakes,Biscuits,Galletas de tipo Digestive","oat, whole wheat flour, sugar, cocoa paste, dextrose, cocoa butter, soy lecithin, aroma, high oleic sunflower oil, glucose syrup, fructose syrup, sodium bicarbonate, ammonium bicarbonate, salt",Spain,1932
Garbanzos Tipo Pedrosillano,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Leguminosas,Semillas,Granos de leguminosas,Legumbres secas,Garbanzos,Garbanzos de tipo Pedrosillano",Garbanzos de tipo Pedrosillano,Spain,105
Alubias blancas cocidas en conserva,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Conservas,Alimentos de origen vegetal en conserva,Leguminosas y derivados,Legumbres en conserva,Alubias en conserva,Alubias blancas cocidas en conserva","Alubias, agua, sal, E385, metabisulfito de sodio",Spain,86
Cerveza,Cervezas,Malta de cebada. ,Spain,415
Cebolla deshidratada,Cebolla seca molida,Cebolla.,Spain,400
Tomate deshidratado,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Verduras y hortalizas y sus productos,Productos deshidratados,Alimentos de origen vegetal deshidratados,Tomates y sus productos,Verduras y hortalizas deshidratadas,Tomates deshidratados,Tomates secos al natural",Tomate.,Spain,100
Guindilla deshidratada,"Condimentos, Verduras y hortalizas deshidratadas, Pimientos secos, Guindillas secas",Guindilla picante seca.,Spain,510
Jamon Serrano 11 months,Jambons Serrano,"jambon de porc, sel, E301, E250, E252",France,1023
Quinoa,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Semillas,Cereales en grano,Quinoa",Quinoa,Spain,76
Garbanzos Tipo Pedrosillano,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Leguminosas,Semillas,Granos de leguminosas,Legumbres secas,Garbanzos,Garbanzos de tipo Desi,Garbanzos de tipo Pedrosillano",Garbanzos de tipo Pedrosillano.,Spain,103
Lentejas pardinas,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Leguminosas y derivados,Leguminosas,Semillas,Granos de leguminosas,Legumbres secas,Lentejas,Lentejas pardas",Lentejas de tipo Pardina.,Spain,106
Arroz blanco Origen Calasparra,"Arroces Balilla x Sollana,Arroces blancos",Arroz blanco de la variedad Balilla x Sollana con D.O.P. Arroz de Calasparra,Spain,145
Guisantes en conserva,Guisantes en conserva,"Guisantes, agua, sal marina.  ",Spain,935
Cerveza negra,Cervezas,"agua, malta de cevada, milho, lupulo",Spain,415
Canela molida,Canela en polvo,Canela molida.,Spain,349
Jengibre molido,Jengibre seco en polvo,Jenjibre molido.,Spain,1030
Preparado de paella y sopa de marico,mariscos congeladosValencia,"almej entera, anilla de calamar, estabilzante E330 E331, mejillon molla, dedos de caella, camaron entero, mejillon media concha, cola de gamba pelada, ",Spain,2283
Agua mineral natural,"Bebidas,Aguas,Aguas minerales,Aguas minerales naturales,Non-sugared beverages",Agua mineral natural.,Spain,196
Hueva de maruca lonchas,Productos secos y salados,"Maruca sal, E120",Spain,1669
Agua mineral natural,Aguas minerales naturales,Agua mineral natural.,Spain,24
Licor de hierbas,"Licores,Licores de hierbas",Hierbas maceradas en aguardiente.,Spain,1126
Coeur de Sucrine,Salades,Coeur de sucrine,France,1786
Brocoli,Brocoli,Brocoli,France,320
Melon,Melons,Melon,France,1193
Tomate natural rallado,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Comestibles,Verduras y hortalizas y sus productos,Salsas,Tomates y sus productos,Salsas de tomate,Tomate natural rallado",Tomate.,Spain,88
Trufa negra,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Conservas, Alimentos de origen vegetal en conserva, Setas y sus productos, Setas en conserva, Trufas en conserva, Trufas negras en conserva","trufa, jugo de trufa y sal",Spain,52
Harina de garbanzo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Harinas de origen vegetal, Harinas de leguminosas, Harinas de garbanzos",Harina de garbanzo,Spain,64
Leinsamen,cereales,centeno con semillas de linaza,Spain,2184
Miel de Thym,"Miels de thym,Miels espagnols,Miels liquides",Miel,France,1224
Semillas de mostaza amarilla,"Especias,Semillas de mostaza",Mostaza amarilla.,Spain,697
Bayas de enebro secas,"Especias,Bayas de enebro,Bayas de enebro secas",Bayas de enebro deshidratadas.,Spain,696
Jengibre molido,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Comestibles,Condimentos,Especias,Jengibre,Jengibre seco en polvo",Jengibre molido.,Spain,80
Guindillas secas extra-picantes,"Condimentos, Verduras y hortalizas deshidratadas, Pimientos secos, Guindillas secas",Guindillas picantes.,Spain,510
Pimientos secos,"Condimentos, Verduras y hortalizas deshidratadas, Pimientos secos",Pimientos.,Spain,509
Cecina ligeramente ahumada,Embutidos,"Carne de vaca, sa, azucar, E331 E  252  E250 ",Spain,642
Rooibos en bolsitas,Rooibos en bolsitas,Rooibos.,Spain,1771
Alcaparras Capucines,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Vegetales encurtidos, Alcaparras encurtidas","Alcaparra, vinagre, sal.",Spain,53
Ajos en vinagre,Ajos encurtidos,"Ajo, vinagre y sal.",Spain,34
Agua mineral natural,Aguas minerales naturales,Agua mineral natural,Spain,24
Pimiento del piquillo de Navarra,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Conservas,Verduras y hortalizas y sus productos,Alimentos de origen vegetal en conserva,Verduras y hortalizas en conserva,Pimientos en conserva,Pimientos asados,Pimientos rojos en conserva",Pimientos del piquillo.,Spain,91
Garbanzos al natural,"Plant-based foods and beverages,Plant-based foods,Canned foods,Legumes and their products,Canned plant-based foods,Canned legumes,Canned chickpeas","Garbanzos, agua y sal.",Spain,1418
Remolacha cocida,"Remolacha en conserva, Remolacha cocida",Remolacha roja.,Spain,1729
Boniato cocido en dados,"Verduras y hortalizas en conserva, Boniato en conserva",Boniato,Spain,2028
Calabaza cocida en dados,"Verduras y hortalizas en conserva, Calabaza en conserva",Calabaza,Spain,2029
Perejil seco molido,Perejil seco molido,Perejil.,Spain,1360
Jengibre molido,Jengibre seco en polvo,Jengibre molido.,Spain,1030
Vainilla en rama,Vainilla en rama,Vainilla en rama.,Spain,2011
Pimientos choriceros secos,"Condimentos, Verduras y hortalizas deshidratadas, Pimientos secos",Pimientos choriceros.,Spain,509
Mandarina orri,Mandarinas,"Mandarinas. Conservado con ceras E904, E914, E202.",Spain,1150
Perejil troceado congelado,Perejil congelado,Perejil.,Spain,1358
Miel Bio de Fleurs des Montagnes de Galice,"Miels de fleurs,Miels espagnols,Miels liquides,Miels de montagne",Miel Bio de fleurs de montagne.,France,1213
Ensalada Vega,Ensaladas vegetales,"Escarola lisa, escarola rizada, radicchio.  ",Spain,652
Cardo congelado,Cardos congelados,Cardo troceado.,Spain,383
Arroz precocido congelado,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Congelados,Alimentos de origen vegetal congelados,Cereales congelados,Arroz precocido congelado",Arroz blanco precocido congelado.,Spain,85
Hummus,Hummus,"Garbanzos, ajo, perejil, especias, aceite de oliva.",Spain,1016
Convoy Vinagre y Aceite de Oliva Virgen Extra,"Vinagres,Aceites de oliva virgen extra,Aceites vegetales,Grasas vegetales,Aceites de oliva,Aceites y grasas",Vinagre de Vino Blanco y Aceite de Oliva Vigen Extra ,Spain,2076
Convoy Aceite de Oliva Virgen Extra y Vinagre,"Vinegars,Extra-virgin olive oils,Vegetable oils,Vegetable fats,Olive oils,Fats",Aceite de Oliva Virgen Extra y Vinagre de Vino Blanco,Spain,2083
Monte Pinos,Agua,Agua Minerale,Andorra,22
Monte Pinos,Agua mineral natural,Agua mineral natural ,Andorra,23
Mejillones cocidos ultracongelados de las rias gallegas,moluscos,mejillones,Spain,2288
Manzanilla dulce,Manzanilla dulce,Manzanilla dulce.,Spain,1158
Harina de garbanzo,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Flours,Legume flours,Chickpeas flours",Harina de garbanzo,Spain,1559
Higos secos,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Frutas y sus productos,Productos deshidratados,Alimentos de origen vegetal deshidratados,Frutas deshidratadas,Higos secos",Higos y harina de arroz.,Spain,96
Rich Cream Oloroso Sherry,Liqueurs,Sherry,Germany,1130
Romero seco molido,Romero seco molido,Romero.,Spain,1768
Ensalada Maxi salad,Ensaladas vegetales,"Escarola lisa, escarola rizada, radicchio.",Spain,652
Acelgas troceadas,"Acelgas, Acelgas troceadas",Acelga.,Spain,13
Espinacas,"Espinacas, Espinacas troceadas",Espinaca. ,Spain,700
Tortitas de arroz integral bajas en sal,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Tortitas de cereales,Tortitas de arroz,Tortitas de arroz integral",Arroz integral. ,Spain,77
Pimienta negra en grano molinillo,Molinillos de pimienta negra,Pimienta negra.,Spain,1265
Aceite de oliva virgen extra,Aceites de oliva virgen extra,Aceite de oliva virgen extra.,Spain,11
Aceite de oliva virgen extra,Aceites de oliva virgen extra,Aceite de oliva virgen extra.,Spain,11
Lechuga Variedad Romana,"Lechugas, Lechugas troceadas",Lechuga romana.  ,Spain,1106
Escarola Variedad rizada,"Escarolas, Escarolas troceadas",Escarola rizada.,Spain,694
Mezcla de pimientos rojos y verdes en tiras congelados,Mezclas de pimientos multicolores congelados,Pimiento rojo y verde.,Spain,1195
Eneldo seco molido,Eneldo seco molido,Eneldo.,Spain,646
Cebollas rojas,"Cebollas, Cebollas rojas",Cebolla roja.,Spain,403
